Folio	CIF	Nombre	Segundo Nombre	Primer Apellido	Segundo Apellido	Telefono	Domicilio	Estado	Plaza	Regional
174061	938396	Felipe	Lorena	Corona	Villalpando	5891656995	"Circuito Gamez 959 Interior 346 Nueva Canadá, CHIS 60939"	Quintana Roo	16	OCCIDENTE
969929	487027	Ana	Leonel	Brito	Nava	5071752860	"Callejón Baja California 939 Edif. 620 , Depto. 379 San Rocío de la Montaña, DF 47579"	Oaxaca	21	NORTE
821522	520317	Araceli	Beatriz	Ballesteros	Mena	5513275593	"Pasaje Veracruz de Ignacio de la Llave 519 967 San José Eduardo los altos, JAL 06361"	Guerrero	2	SUR
711333	548003	José Eduardo	Mateo	Zavala	de la Fuente	5081837240	"Circunvalación Sur Barrientos 504 Interior 694 San Octavio los altos, DGO 89138-9293"	Zacatecas	39	SUR
234787	308114	Hernán	Rosario	Solorzano	Bustos	7455870457	"Retorno Norte Regalado 323 081 Nueva República Centroafricana, YUC 81997-7390"	Tlaxcala	14	NORTE
580839	599955	Gilberto	Arturo	Ortega	Sosa	8321196121	"Corredor Leyva 035 560 Nueva Sudán, NAY 69016-9151"	Chihuahua	14	SUR
494510	234739	Verónica	Bernabé	Téllez	Soliz	2358000439	"Cerrada Puebla 415 201 San Aida de la Montaña, HGO 29316-1111"	Puebla	1	SUR
30760	206642	Ángela	Teresa	Maya	Gil	1580256239	"Ampliación Negrón 454 924 Vieja Grecia, MEX 14740-9064"	Baja California	39	CENTRO
423927	758677	Mariana	Antonio	Romo	Guerrero	1566520460	"Eje vial Norte Flórez 685 462 San Arturo los altos, SIN 51275-5368"	Colima	32	CENTRO
910784	260274	Isabela	Fabiola	Piña	Estévez	9517671861	"Boulevard Colima 604 Interior 120 Nueva India, DGO 78343-5468"	Chihuahua	15	SUR
275266	561381	Reina	Andrés	Galván	Barreto	5325873846	"Circunvalación Colima 484 Interior 099 Nueva Bulgaria, SIN 74022-2477"	Tlaxcala	44	OCCIDENTE
605092	876774	Eugenia	Alma	Zúñiga	Manzanares	6763612929	"Calzada Cabo Verde 738 Interior 398 Nueva Mali, OAX 51677"	Baja California Sur	41	SUR
715253	158284	Cristal	Miguel	Cervántez	Montoya	5755572304	"Callejón Malta 976 032 San Esteban los altos, SLP 67733"	Colima	8	CENTRO
875612	22181	Cecilia	Natividad	Ayala	Gaona	6357028034	"Viaducto Olivas 604 Interior 495 Nueva Rwanda, YUC 93333"	Oaxaca	34	OCCIDENTE
119509	852718	Sofía	Juan	Alcántar	Calvillo	9261030637	"Corredor Norte Mesa 444 978 Nueva Túnez, ZAC 27729-2736"	Aguascalientes	12	OCCIDENTE
548324	968498	Pamela	Catalina	Garay	Zavala	3389219505	"Viaducto Mali 979 Edif. 283 , Depto. 063 Vieja Israel, YUC 78117"	Querétaro	26	NORTE
640943	102144	Ignacio	Óscar	Zarate	Herrera	9795126531	"Andador Velásquez 322 Edif. 211 , Depto. 107 Nueva Hungría, JAL 74901-5383"	Coahuila de Zaragoza	2	NORTE
648836	720771	Mauricio	Zoé	Briseño	Candelaria	2770913562	"Eje vial Zambia 194 Interior 457 Nueva Niger, BC 64804-8580"	Campeche	32	OCCIDENTE
1773	640723	Cristian	Rebeca	Rangel	Barrios	2643747317	"Avenida Marruecos 680 Edif. 039 , Depto. 637 San Salma de la Montaña, MICH 48566-7581"	Tamaulipas	14	NORTE
955812	269102	Clara	Susana	Vélez	Sáenz	2534163779	"Eje vial Robles 027 Interior 076 San Eugenio de la Montaña, GRO 77112"	Veracruz de Ignacio de la Llave	27	CENTRO
369844	573041	Sandra	Ricardo	Barragán	Aguirre	4952999511	"Circuito Veracruz de Ignacio de la Llave 278 Edif. 280 , Depto. 379 Nueva Japón, BCS 62733-8122"	Chiapas	45	CENTRO
894293	321162	Ernesto	Mauro	Roldán	Quiroz	3530080389	"Viaducto Marroquín 476 Edif. 253 , Depto. 139 San Alberto los altos, NAY 49203"	Baja California	7	CENTRO
461108	724174	Anabel	Carlos	Miranda	Cotto	4853713938	"Retorno Angola 038 362 Vieja Sierra Leona, TAB 62178"	Jalisco	27	CENTRO
351828	477086	Josefina	Emilio	Tapia	Gaytán	2810025853	"Eje vial Saint Kitts y Nevis 461 003 San Elvira los altos, DGO 56563-5774"	Oaxaca	45	SUR
359902	513860	Noelia	Mauricio	Sepúlveda	Cano	9838296302	"Ampliación Mali 519 Interior 089 Vieja Malawi, CAMP 00479-5443"	Jalisco	14	NORTE
88719	236386	Felix	Abelardo	Henríquez	Magaña	7065537248	"Calle Sur Rivero 923 460 Vieja Angola, NL 89020"	Baja California Sur	19	SUR
521329	11357	Homero	Inés	Montoya	Yáñez	2262318025	"Retorno Sur Pérez 933 Edif. 335 , Depto. 186 San Óscar los altos, GTO 78444-0173"	Jalisco	7	CENTRO
923207	443179	Salma	Teresa	Matías	de la Rosa	6640319517	"Retorno Norte Laureano 522 Edif. 366 , Depto. 009 San Emilia los altos, PUE 56866"	Durango	48	SUR
889403	242315	Luis Miguel	Trinidad	Ávalos	Cepeda	3223421732	"Callejón Sinaloa 286 Interior 373 Vieja Andorra, NAY 49470"	San Luis Potosí	8	NORTE
350184	945848	Olga	María Elena	Cardenas	Ojeda	5307625117	"Corredor Querétaro 376 Interior 596 Vieja España, CHIS 89804-1028"	Yucatán	44	CENTRO
68328	352197	Felix	Celia	Reyna	Herrera	1456705659	"Prolongación Alemán 393 Interior 009 San Ángel de la Montaña, JAL 24213-5997"	Guanajuato	33	SUR
707119	449436	Federico	María Elena	Rodrígez	Valenzuela	1983373542	"Avenida Sur Santillán 486 Interior 283 San Luis Manuel de la Montaña, DF 77851"	Veracruz de Ignacio de la Llave	45	SUR
557690	663847	Santiago	Victoria	Meza	Pedraza	2878524301	"Eje vial Salcido 806 973 Nueva Santo Tomé y Príncipe, BC 49084-0583"	Oaxaca	33	OCCIDENTE
39309	100105	Aldonza	Gabino	Casanova	Angulo	1447271739	"Diagonal Sonora 187 561 San Esparta los bajos, GTO 31254"	Guanajuato	48	SUR
932327	891156	Ariadna	Judith	Cuellar	Vargas	7902989330	"Callejón Zamudio 304 480 Vieja Ghana, CAMP 38277"	Sonora	48	SUR
287860	396656	Salvador	Armando	del Río	del Valle	3045245470	"Callejón Madagascar 700 Edif. 266 , Depto. 671 Vieja Islas Marshall, MOR 67386-5114"	Baja California	24	OCCIDENTE
955883	496951	Julio	Ofelia	Peres	Moreno	8069607001	"Callejón Marroquín 049 351 Nueva Colombia, SON 90787"	México	24	CENTRO
874016	978868	Elvia	Rafaél	Verdugo	Briseño	2340969941	"Peatonal Bahena 983 Interior 972 San Jonás de la Montaña, SIN 65568-0888"	Puebla	33	CENTRO
420893	52227	Gabriela	Alfredo	Granados	Rodrígez	2222867223	"Circunvalación Tabasco 071 374 Nueva San Vicente y las Granadinas, DGO 26987-0907"	San Luis Potosí	34	SUR
947196	132954	Jorge Luis	Serafín	Regalado	Pacheco	5752604217	"Retorno Briones 091 Interior 503 Vieja Lesotho, PUE 90606-8839"	Michoacán de Ocampo	26	SUR
734704	446924	Karina	Esmeralda	Juárez	Gaitán	6688907112	"Continuación Pizarro 784 161 San Reina los altos, ZAC 90316"	Aguascalientes	42	SUR
318867	500143	Ofelia	Marisela	Jiménez	Matías	2163299940	"Periférico Sur Espinosa 979 003 San Citlali los bajos, ZAC 14399-9433"	Coahuila de Zaragoza	6	CENTRO
116866	759766	Ofelia	Carmen	Navarro	Rojo	8999710291	"Calzada Lugo 446 Edif. 935 , Depto. 130 San Georgina de la Montaña, GTO 07279-5573"	Nuevo León	28	OCCIDENTE
313398	272087	Mario	Virginia	Jasso	Noriega	2226480234	"Continuación Suiza 677 Edif. 485 , Depto. 853 San Carolina los altos, CAMP 68792"	Yucatán	45	NORTE
359786	790819	Conchita	Alicia	Leiva	Piña	9661521062	"Prolongación Bahamas 216 612 San Eloy de la Montaña, YUC 18838-2115"	Guerrero	5	OCCIDENTE
849024	915337	Itzel	María Luisa	Olivera	Guajardo	1933836130	"Circunvalación Yucatán 197 Edif. 807 , Depto. 686 Nueva Irlanda, TAMPS 41343"	Hidalgo	21	CENTRO
425334	801695	Teresa	Cristal	Reynoso	Estrada	2255540850	"Continuación Oaxaca 418 536 San Soledad los bajos, GRO 22638-1061"	Guanajuato	3	SUR
827591	281932	Isaac	Aldo	Villegas	Madera	3366921684	"Circuito Jalisco 627 124 Vieja Zambia, VER 53140-6271"	San Luis Potosí	42	OCCIDENTE
428955	241383	Espartaco	Marcela	Montes	Vásquez	5060072588	"Calzada Camerún 570 Interior 363 Nueva Samoa, COL 79317"	Coahuila de Zaragoza	24	OCCIDENTE
583637	708526	Luis	Alejandra	Cornejo	Jáquez	2901729892	"Privada Sur Juárez 394 Edif. 371 , Depto. 200 Vieja Angola, DF 49266"	Yucatán	5	SUR
623009	924677	María Cristina	Zeferino	Díaz	Rivera	7926627571	"Periférico Norte Limón 054 Interior 105 San Caridad los bajos, GRO 30478"	Durango	7	CENTRO
439712	326578	Emilia	Esmeralda	Perales	Navarrete	6930069541	"Prolongación Filipinas 545 Interior 510 Nueva Suriname, COL 38782"	Distrito Federal	48	OCCIDENTE
364017	476849	Pablo	Beatriz	de León	Reynoso	5214106248	"Eje vial Campeche 698 Edif. 159 , Depto. 922 San Jacobo los bajos, CAMP 79320-4833"	Querétaro	41	CENTRO
49768	849790	Germán	Serafín	Márquez	Arroyo	5943454113	"Periférico Malasia 907 Interior 472 Nueva Burkina Faso, NL 95460"	Aguascalientes	39	SUR
797619	587113	Irma	Lilia	Guillen	Madera	7305636182	"Calle Menchaca 709 Interior 651 Nueva Venezuela, SLP 49820-9186"	Chiapas	29	SUR
610439	69847	Óscar	José Manuél	Gonzales	Centeno	8220036958	"Periférico Puebla 207 Edif. 650 , Depto. 052 Nueva Uruguay, DF 05089"	Baja California	23	OCCIDENTE
876718	4787	José María	Judith	Nájera	Casas	1983639121	"Eje vial Georgia 632 Interior 880 Nueva Bhután, SLP 40830-5026"	Chiapas	3	SUR
266671	895373	Andrés	Guadalupe	Serrato	Nájera	8614828164	"Eje vial Sanches 080 Interior 710 San Oswaldo de la Montaña, COL 22743"	Nuevo León	4	SUR
652801	245445	Guillermo	Paola	Valladares	Cotto	7241480885	"Avenida Sri Lanka 466 Interior 103 Vieja Seychelles, MICH 36733-2497"	Quintana Roo	19	OCCIDENTE
623103	687743	Eugenia	José Carlos	Garica	Saldaña	4807499085	"Corredor Guinea Ecuatorial 436 Edif. 562 , Depto. 477 San René los bajos, AGS 49981-7714"	Quintana Roo	9	OCCIDENTE
911561	477296	Abigail	Aida	Almaraz	Acuña	2216751870	"Boulevard Norte Meraz 080 Interior 356 San Citlali de la Montaña, GRO 36159-4103"	Colima	50	OCCIDENTE
738743	667209	Mauro	Rafaél	Guardado	de la Fuente	1125726247	"Ampliación Mercado 224 Edif. 813 , Depto. 432 San Jorge de la Montaña, PUE 37857"	Aguascalientes	26	OCCIDENTE
346344	337886	Ángela	Jerónimo	León	Beltrán	2090849622	"Circunvalación Núñez 693 Edif. 372 , Depto. 332 Nueva Sudán, AGS 57322-0666"	Guerrero	34	NORTE
997668	189559	Eric	María José	Pizarro	Bonilla	7716131700	"Cerrada Limón 094 044 San Zacarías de la Montaña, CHIH 71123"	Coahuila de Zaragoza	26	CENTRO
477190	739638	Gustavo	María Teresa	Nájera	Saldivar	1745369565	"Andador Báez 680 Edif. 253 , Depto. 368 Vieja Vietman, PUE 62833-5312"	Baja California	31	SUR
22325	616120	Bernabé	Jaqueline	Ávila	Palomino	6652362930	"Privada Uruguay 950 Edif. 970 , Depto. 163 Nueva Finlandia, NL 95647-3595"	Jalisco	8	OCCIDENTE
484837	217936	Ruby	Federico	Ordóñez	Carrera	7606109231	"Boulevard Madagascar 037 Edif. 693 , Depto. 171 Vieja República Popular Democrática de Corea, PUE 38683"	Sinaloa	45	OCCIDENTE
855930	446730	Olivia	Renato	Gallegos	Mireles	8449959732	"Ampliación Tabasco 477 Interior 871 San Josefina los altos, NL 27993-9953"	Sinaloa	14	SUR
150139	787300	Jonás	Georgina	Campos	Sandoval	9003174526	"Circuito Chiapas 883 Interior 300 San Emilia los bajos, DF 34374-7870"	Nayarit	19	NORTE
476531	457115	Octavio	Beatriz	Suárez	Gonzales	2803699459	"Peatonal Veracruz de Ignacio de la Llave 601 Edif. 982 , Depto. 933 Vieja ex República Yugoslava de Macedonia, COL 73254"	Colima	21	NORTE
254681	187262	Berta	Rosalia	Miramontes	Morales	2082005599	"Avenida Norte Raya 289 006 Nueva Kiribati, TLAX 45800"	Puebla	26	OCCIDENTE
567091	613887	Bruno	Federico	Trejo	Pantoja	2519851345	"Retorno Distrito Federal 846 101 San Modesto de la Montaña, MEX 26455"	Oaxaca	23	CENTRO
336185	43924	Arcelia	José	Rascón	Juárez	6429405779	"Diagonal Suriname 755 Interior 458 Vieja Israel, TAMPS 49159-8280"	Tamaulipas	20	SUR
754197	812594	Jacinto	Pilar	Calderón	Salcido	9582092302	"Continuación Galarza 354 Interior 762 Vieja Tailandia, TAMPS 49723-3258"	Guerrero	25	NORTE
732609	200992	Eduardo	Ruby	Villarreal	Arreola	6703818146	"Continuación Lucero 348 Interior 931 San Alma los bajos, Q. ROO 68912-7818"	Oaxaca	41	NORTE
734202	607990	Estela	Eloy	Escamilla	Trejo	3178336849	"Boulevard Aguascalientes 947 473 San Iván los altos, CHIH 62163"	Yucatán	14	SUR
734380	667470	Rodrigo	Esmeralda	Munguía	Ávila	2922638502	"Corredor Sur Rivera 749 Interior 976 Nueva Chile, OAX 07061"	Hidalgo	50	CENTRO
927773	370768	Ramón	Alma	Castellanos	Almanza	3940219017	"Calzada Distrito Federal 359 961 Nueva Kuwait, ZAC 00963-6315"	Baja California Sur	17	CENTRO
795198	431381	Benito	Federico	Roldán	Muro	7645632550	"Andador México 023 243 San Sessa de la Montaña, ZAC 11385-2073"	Tlaxcala	11	OCCIDENTE
539327	627630	Arturo	Pedro	Vergara	Vergara	6386312773	"Ampliación Otero 733 Interior 574 Vieja Bosnia y Herzegovina, HGO 32311-9364"	Colima	2	NORTE
457957	644624	Alejandro	Jaqueline	Lovato	Gollum	1784942479	"Cerrada Montenegro 132 164 San Delia de la Montaña, MICH 42875"	Querétaro	40	NORTE
63037	246045	Carla	Luz	Ocampo	Mondragón	5945625577	"Avenida Turkmenistán 160 091 San Lucas de la Montaña, ZAC 57687-8543"	Michoacán de Ocampo	4	SUR
291144	676158	Mariana	Fidel	Lemus	Niño	8743134435	"Circuito Norte Rodríquez 228 701 Vieja Túnez, BC 92138-3074"	Colima	46	NORTE
496577	30097	Salma	Alicia	Casanova	Carrillo	7369856315	"Peatonal López 318 Interior 862 Vieja Mali, GTO 17183"	Jalisco	30	CENTRO
285030	625458	Modesto	Úrsula	Roldán	Serrato	6882791206	"Peatonal Sonora 517 Interior 357 Vieja Colombia, CHIH 13575"	Baja California	43	OCCIDENTE
899184	189917	Elvia	Carolina	Lozano	Alcaraz	5173368277	"Periférico Norte Blanco 312 751 San Elvira de la Montaña, AGS 50353-1482"	Guanajuato	36	SUR
580135	634598	Adán	Adán	Arriaga	Peña	8603600220	"Retorno Sur Castellanos 040 Edif. 513 , Depto. 091 San José Luis los altos, CHIS 65207"	Veracruz de Ignacio de la Llave	5	OCCIDENTE
590458	33064	Darío	Nayeli	Ceballos	Ocampo	9613356374	"Periférico Malawi 094 166 San Rosalia de la Montaña, VER 23240-5703"	Puebla	6	NORTE
157259	986202	Diana	Juan	Téllez	Jiménez	4805563980	"Ampliación Jalisco 553 Interior 692 Nueva Dinamarca, DGO 79309-8120"	Tlaxcala	16	OCCIDENTE
792196	454035	Raúl	Cristian	Avilés	Rojo	9376825597	"Boulevard Lesotho 333 Edif. 082 , Depto. 944 San Camilo los bajos, DGO 99683"	Nuevo León	33	SUR
19261	106395	Elisa	Mauro	Carranza	Acuña	5590004992	"Calzada Camerún 351 076 San Aldonza de la Montaña, BC 03388"	Jalisco	45	SUR
810203	324481	Octavio	Diego	Meza	Morales	8779595831	"Pasaje Norte Ceja 084 Edif. 462 , Depto. 163 San Magdalena de la Montaña, TLAX 74893"	Tabasco	44	OCCIDENTE
681993	687721	Guillermina	José María	Madrid	Palacios	7887664795	"Avenida Norte Montemayor 884 198 San Sonia los altos, VER 13507-4553"	Oaxaca	9	OCCIDENTE
924167	439988	Araceli	Mitzy	Centeno	Tirado	7199055209	"Ampliación Puente 342 Interior 297 San Alvaro los altos, MOR 21082-4386"	Guerrero	12	SUR
731670	108397	Estefanía	Óscar	Abrego	Arellano	4987950029	"Ampliación Ghana 008 Interior 079 Nueva Rwanda, AGS 49784-0565"	Tlaxcala	20	SUR
834545	57902	Pablo	Estefanía	Hurtado	Gonzales	1034979532	"Continuación Sur Pichardo 723 Edif. 304 , Depto. 734 Nueva Polonia, Q. ROO 08374"	Oaxaca	5	CENTRO
13158	31877	Hermelinda	Ángel	Prado	Zedillo	7686159614	"Circuito Flórez 369 Interior 708 Vieja Jamaica, TAMPS 18582-5854"	Zacatecas	36	NORTE
944225	88684	Ofelia	Adriana	Flores	Guillen	2182534079	"Peatonal Ruiz 590 087 San Tania de la Montaña, SIN 33743"	Michoacán de Ocampo	13	CENTRO
129180	902843	Omar	Alfonso	Irizarry	Trujillo	1844842044	"Calle Somalia 442 280 San Verónica los bajos, COAH 04955"	Baja California	1	SUR
555054	65927	Clemente	Federico	Brito	Escobedo	8141918581	"Periférico Ochoa 272 Interior 907 San Aida de la Montaña, OAX 90370-4583"	Hidalgo	45	SUR
972655	650587	Concepción	Ilse	Zamudio	Zayas	9774615833	"Periférico Campeche 452 Edif. 613 , Depto. 908 Vieja Bhután, ZAC 09760"	Distrito Federal	31	CENTRO
188777	929497	Roberto	María Eugenia	Alemán	Lozada	2175489745	"Retorno Santo Tomé y Príncipe 622 Edif. 344 , Depto. 334 Nueva Islas Salomón, TLAX 09115-5398"	Morelos	23	CENTRO
553684	934350	Aldonza	Dolores	Lucio	Véliz	4352354219	"Boulevard Liechtenstein 105 464 Vieja Camboya, Q. ROO 31061-5379"	Tamaulipas	14	OCCIDENTE
433848	645049	Mitzy	Ramiro	Jurado	Medina	4556214052	"Retorno Montañez 488 Edif. 141 , Depto. 577 San Eric los bajos, MOR 90526-5035"	Zacatecas	36	SUR
690674	536097	Tomás	Sessa	Perea	Cervántez	2501638089	"Calzada Jamaica 026 Interior 369 Vieja Tailandia, DGO 37917"	Aguascalientes	46	NORTE
206240	635075	Darío	Tania	Pabón	Zelaya	9873829454	"Viaducto Navarrete 362 Edif. 612 , Depto. 055 San Alejandro los bajos, HGO 17236"	Querétaro	16	CENTRO
589970	113608	Irma	Nadia	Verdugo	Rodarte	8490979369	"Corredor Egipto 678 629 Nueva Mauritania, CAMP 41790-4181"	Coahuila de Zaragoza	29	OCCIDENTE
199767	999368	Elvia	Abelardo	Enríquez	Collazo	2279316533	"Andador Corona 331 Edif. 450 , Depto. 354 Nueva Mozambique, DGO 65267"	Morelos	8	OCCIDENTE
678536	910355	Arturo	Humberto	Saldivar	Espinal	5539999065	"Peatonal Zacatecas 032 688 Nueva Sudán del Sur, CAMP 15654-5979"	Quintana Roo	47	NORTE
834592	436753	Nayeli	Luz	Piña	Mesa	7512847530	"Viaducto San Luis Potosí 585 114 San Celia los altos, CAMP 38680-7564"	Baja California	27	SUR
927690	949728	Elisa	Itzel	Robles	Villarreal	9081184128	"Viaducto Norte Fernández 767 691 Vieja Malawi, COL 45702-2174"	Baja California Sur	47	SUR
593914	619850	María Luisa	Luisa	Luevano	Martínez	7440848826	"Boulevard Ecuador 957 Interior 628 San Evelio los bajos, DF 44332-5306"	Veracruz de Ignacio de la Llave	18	CENTRO
565882	848593	Nadia	María Teresa	Zúñiga	Torres	5959676387	"Ampliación Nuevo León 004 362 San Gerónimo de la Montaña, ZAC 76223"	Chihuahua	34	OCCIDENTE
68969	210148	Augusto	Abel	Gil	Paredes	8892330964	"Viaducto Norte Vásquez 929 457 San Pamela los altos, COAH 13673-6670"	Campeche	20	NORTE
556886	390120	Aldo	Carolina	Ordóñez	Bétancourt	7944274364	"Pasaje Norte Alonso 664 981 Vieja Antigua y Barbuda, QRO 25642-6447"	San Luis Potosí	40	SUR
604385	821052	Aida	Guadalupe	Tamez	Domínguez	9160583410	"Pasaje Campeche 711 Interior 078 San Luis los bajos, YUC 38834"	Oaxaca	37	SUR
587202	480069	Emilio	Virginia	Leal	Leyva	7879949388	"Ampliación Alvarado 849 Edif. 846 , Depto. 011 Vieja Federación de Rusia, CAMP 86171"	Chihuahua	35	SUR
308970	122864	Amador	Isabela	Preciado	Lerma	5620028509	"Ampliación Sanabria 570 Interior 342 San Asunción los altos, JAL 13145-8357"	Coahuila de Zaragoza	17	OCCIDENTE
714551	769568	Eugenio	Rosario	Leyva	Lucero	5548334738	"Prolongación Chihuahua 907 Edif. 208 , Depto. 858 Nueva República Democrática Popular Lao, CAMP 33694"	Durango	20	OCCIDENTE
476277	536921	Citlali	Sofía	Granados	Escobedo	9619406801	"Diagonal Guinea Ecuatorial 240 Interior 366 Vieja Islas Salomón, TAB 90473-4873"	Zacatecas	37	CENTRO
416718	65105	Itzel	Irene	Alejandro	Luevano	7488489414	"Prolongación Norte Sotelo 949 442 San María Teresa los bajos, ZAC 97967-4019"	Chihuahua	32	SUR
298530	487190	Angélica	Laura	Ávalos	Estévez	1111556317	"Avenida Sur Alva 739 Interior 296 Vieja Swazilandia, DF 57901-6351"	Quintana Roo	48	OCCIDENTE
372194	828066	Ignacio	Eric	Meraz	Rubio	8981956001	"Pasaje Aragón 470 Interior 105 Vieja Guyana, VER 08908"	Aguascalientes	2	CENTRO
465742	108898	Georgina	Abraham	Girón	Cepeda	1443754671	"Peatonal Libia 091 Edif. 612 , Depto. 351 San Socorro los bajos, NL 20693"	Coahuila de Zaragoza	43	SUR
715634	126338	Tomás	Bernardo	Valladares	Vaca	9974225856	"Continuación Sur Salcido 835 041 San Alta  Gracia de la Montaña, GRO 06326-0958"	Sinaloa	10	NORTE
281056	696899	Eduardo	Jorge	Arias	Viera	4494300635	"Cerrada Malasia 736 Edif. 730 , Depto. 768 Nueva Federación de Rusia, CHIH 81886-6634"	Morelos	27	CENTRO
311101	230474	Hilda	Nayeli	Santacruz	Cabrera	1703135063	"Calle Sur Sotelo 768 Edif. 409 , Depto. 949 San Ramón los altos, NL 69430"	Baja California	16	CENTRO
831069	60888	Magdalena	Yeni	Vega	Tejeda	7068605380	"Continuación Norte Pabón 969 Edif. 250 , Depto. 732 San Uriel los altos, AGS 86743-5636"	Oaxaca	43	SUR
66854	60882	Francisco	Isabela	Castillo	Caraballo	5517948386	"Continuación Guanajuato 526 Interior 649 San Evelio los bajos, NL 99686"	Morelos	9	NORTE
806703	934811	Elena	Ramiro	Castañeda	Baeza	1571877561	"Continuación Vanuatu 531 Edif. 902 , Depto. 338 Nueva Australia, SON 02264-1244"	Tabasco	28	SUR
535148	438480	Abigail	Israel	Estévez	Peña	3841180166	"Boulevard Covarrubias 975 777 San Bruno los bajos, TAMPS 78166-0361"	Aguascalientes	27	OCCIDENTE
195095	625714	Humberto	Gabriel	Polanco	Matías	4736831196	"Retorno Gambia 119 769 Vieja Panamá, VER 28528-3025"	Tamaulipas	29	SUR
809206	844814	María	Antonia	Tirado	Rangel	7795571790	"Diagonal Uzbekistán 129 543 San Horacio de la Montaña, GTO 93913-0547"	Nuevo León	7	NORTE
575040	759487	Alta  Gracia	Óscar	Cotto	Henríquez	9061481816	"Avenida Distrito Federal 109 Interior 010 Nueva Suiza, GRO 03136-2898"	Zacatecas	10	SUR
677050	189343	Helena	Juan Carlos	Reyna	Gaytán	4869655717	"Calle Baja California Sur 221 Interior 349 San Gerónimo los altos, TAMPS 97646"	Quintana Roo	33	NORTE
181332	508681	Josefina	Rolando	Montero	Madera	5511658803	"Pasaje Garica 995 950 Vieja Italia, MICH 73043-0799"	Coahuila de Zaragoza	8	SUR
991429	387804	Ana Luisa	Karina	Quezada	Ponce	1777570667	"Pasaje Tabasco 460 Interior 023 San Cornelio los altos, VER 77911"	México	19	CENTRO
995718	708069	Teodoro	Guillermo	Riojas	Zaragoza	5726528951	"Andador Salinas 904 Edif. 906 , Depto. 146 Nueva Swazilandia, MEX 79447-4858"	Puebla	7	NORTE
162389	716454	Berta	Cecilia	Montes	Almanza	8646658888	"Viaducto Osorio 710 Edif. 348 , Depto. 459 San Vanesa los altos, QRO 12677"	Veracruz de Ignacio de la Llave	17	SUR
314619	774577	Amador	Isaac	Balderas	Meléndez	9211690286	"Corredor Parra 397 532 Nueva Zambia, BCS 83006-3676"	México	23	SUR
365508	548327	Zacarías	Adela	Jiménez	Méndez	7456485761	"Diagonal Distrito Federal 167 Interior 685 San Magdalena de la Montaña, BCS 22502"	México	50	NORTE
839271	809229	Samuel	Esteban	Ruelas	Hernández	1811208322	"Circuito Coahuila de Zaragoza 729 736 Nueva Egipto, AGS 75743-1659"	Coahuila de Zaragoza	30	CENTRO
439784	93753	Luz	Marco Antonio	Moreno	Macías	3960027456	"Periférico Sur Ramos 043 Edif. 746 , Depto. 317 San Gerardo los altos, SON 34949-8042"	Tabasco	3	CENTRO
231395	697297	Francisco	Elsa	Cazares	Peralta	1252595576	"Peatonal Rolón 335 Interior 998 San Gonzalo los bajos, SIN 14853-0403"	Nayarit	10	OCCIDENTE
591870	92359	Lourdes	Lucas	Acevedo	Villa	8142849386	"Prolongación Lerma 875 394 San Guillermina de la Montaña, NL 72012-1726"	Aguascalientes	22	OCCIDENTE
68979	308192	René	Sergio	Salazar	Galindo	1227654682	"Ampliación Ucrania 720 Edif. 001 , Depto. 334 San Israel de la Montaña, AGS 27130-2006"	Chiapas	2	SUR
822342	506890	Zacarías	María Teresa	Collazo	Pelayo	8397448294	"Circuito Norte Guerra 071 423 Vieja San Vicente y las Granadinas, CAMP 93604-7661"	Nuevo León	41	NORTE
326930	284584	Patricio	Esteban	Nieto	Olivárez	9642210163	"Circunvalación Meléndez 398 Interior 234 Nueva Lesotho, CHIS 80561-9269"	Durango	6	NORTE
848656	931201	Iván	Helena	Lugo	Corona	5290697822	"Eje vial Morelos 153 Edif. 269 , Depto. 333 San Javier los bajos, JAL 42846"	Querétaro	32	CENTRO
456453	362998	Nayeli	Ana Luisa	Cedillo	Núñez	6286763498	"Corredor Patiño 729 Edif. 633 , Depto. 985 Vieja Myanmar, SON 46652-7753"	Chiapas	41	SUR
626050	654926	Zacarías	Gonzalo	Benítez	Anaya	5472607132	"Prolongación Norte Lemus 510 419 San Sandra los bajos, CHIS 53203-6468"	Quintana Roo	40	CENTRO
151833	797002	Marisela	Alma	Botello	Martínez	9845262394	"Boulevard Tabasco 347 212 Nueva Montenegro, HGO 30300"	Chiapas	17	NORTE
525392	924484	Rosa	René	Ordóñez	Garza	7349196174	"Avenida Rascón 427 100 San Enrique los altos, COAH 64176-8233"	Distrito Federal	29	CENTRO
532797	262440	Mónica	Abril	Garza	Alba	4711217055	"Boulevard Chihuahua 043 308 San Cristian de la Montaña, YUC 96566"	Puebla	17	SUR
542322	424089	Cristian	Yolanda	Gonzales	Gamez	6123142767	"Circunvalación Sur Meza 645 Interior 718 San Olga los bajos, CHIS 11137"	Oaxaca	11	CENTRO
360094	219465	Eloy	Indira	Salas	Blanco	5646294959	"Retorno Sur Tejada 432 Interior 390 San Perla los bajos, CHIS 69417"	Guerrero	12	NORTE
701631	226032	Maximiliano	Patricia	Santiago	Escobar	7141687751	"Cerrada Togo 176 Interior 797 Vieja Camerún, SIN 44695-2939"	Baja California Sur	24	NORTE
810711	246069	Marisol	Irma	Aguayo	Barrera	8721992005	"Continuación Guerrero 222 Edif. 871 , Depto. 524 San Karina los altos, AGS 72014-3704"	Quintana Roo	42	SUR
